=== web_gowitness ===
Targets: 2 IPs, 2 domains
=== gowitness scan file ===
2026/02/02 00:11:52 WARN no writers have been configured. to persist probe results, add writers using --write-* flags
2026/02/02 00:12:00 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:00 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:00 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:01 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:01 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:01 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:01 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:01 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:01 INFO result 🤖 target=http://165.245.137.16:80 status-code=200 title="Apache2 Ubuntu Default Page: It works" have-screenshot=true
2026/02/02 00:12:01 INFO result 🤖 target=http://165.245.137.16:443 status-code=400 title="400 The plain HTTP request was sent to HTTPS port" have-screenshot=true
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:02 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:03 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:04 INFO result 🤖 target=http://intragin.awfulsecurity.org:80 status-code=200 title="Intragin – Your Partner in Construction and Renewable Energy" have-screenshot=true
2026/02/02 00:12:04 INFO result 🤖 target=https://intragin.awfulsecurity.org:443 status-code=200 title="Intragin – Your Partner in Construction and Renewable Energy" have-screenshot=true
2026/02/02 00:12:04 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:04 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:04 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:05 INFO result 🤖 target=http://awfulsecurity.org:80 status-code=200 title=@theAwful_ have-screenshot=true
2026/02/02 00:12:05 INFO result 🤖 target=https://awfulsecurity.org:443 status-code=200 title=@theAwful_ have-screenshot=true
2026/02/02 00:12:06 INFO result 🤖 target=https://165.245.137.16:443 status-code=200 title="Intragin – Your Partner in Construction and Renewable Energy" have-screenshot=true
2026/02/02 00:12:07 INFO result 🤖 target=http://localhost:8000 status-code=404 title="" have-screenshot=true
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:07 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:08 ERROR: could not unmarshal event: json: cannot unmarshal JSON string into Go network.CookiePartitionKey within "/cookiePartitionKey"
2026/02/02 00:12:12 INFO result 🤖 target=http://localhost:3000 status-code=200 title="OWASP Juice Shop" have-screenshot=true
